Page ID,Page name,Disclaimer,Amount spent (USD)
224110651893,International African American Museum,IAAM,≤100
290548664672,First Liberty,First Liberty Institute,≤100
1914537155242810,Life: Powered,Texas Public Policy Foundation,≤100
29423827874,Proclaiming Justice to the Nations,PROCLAIMING JUSTICE TO THE NATIONS INC,≤100
103546351703577,Dallas Express,The Dallas Express,≤100
85252863415,National Latina Institute for Reproductive Justice,NATIONAL LATINA INSTITUTE FOR REPRODUCTIVE HEALTH,≤100
119875179042,Josh Stein,Josh Stein for Attorney General,≤100
88858633879,Beyond Pesticides,BEYOND PESTICIDES,≤100
103452279103881,Ambassador Gordon Sondland,Gilbert Lunsford Jr Eugene,≤100
139151419572310,Lance Gooden,LANCE GOODEN FOR CONGRESS COMMITTEE,≤100
107194901037259,"I'm American, Born & Raised",Nicholas Pagnotta,≤100
282728185140429,Rep For Vets,The Rep For Vets,≤100
107553188401159,Brandon Gill,The Boswell Project,≤100
118626774835274,Medicare Made Clear,Medicare Made Clear from United Healthcare,≤100
401240226922554,VoLo Foundation,These ads ran without a disclaimer,≤100
1526707030943680,Phoenix Dream Center,City Help Inc of Phoenix dba Phoenix Dream Center,≤100
100484735718366,The Coalition for Carolina,Coalition for Carolina,≤100
60261764250,Childhelp,"CHILDHELP, INC.",≤100
291102898490822,Conservative Comedy Store,Conservative Comedy Store,≤100
105599502191866,Florida Jolt,"Jolt Media, Inc.",≤100
108155598473433,American Patriot News,Krista D Bloch,≤100
285017061510900,The Ants and the Grasshopper,Generation Food,≤100
102230249080409,Freedom First,Jason Donald Robertson,≤100
187741797907314,The American Society of Anesthesiologists (ASA),"AMERICAN SOCIETY OF ANESTHESIOLOGISTS, INC., THE",≤100
102353455842986,collegecontemporary,These ads ran without a disclaimer,≤100
120778038066631,EveryLibrary,EveryLibrary,≤100
106058025408954,Do No Harm Medicine,Do No Harm,≤100
84112077638,Greater Good Charities,These ads ran without a disclaimer,≤100
105861441295494,97Percent,97PERCENT ORG INC,≤100
928091877203916,Independent Women's Network,Independent Women's Network,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministries,≤100
136362309708243,Restaurant Opportunities Centers United (ROC United),"RESTAURANT OPPORTUNITIES CENTERS (ROC) UNITED, INC.",≤100
74783093812,Just Vision,JUST VISION INC,≤100
55549065733,Voto Latino,VOTO LATINO INC.,≤100
2038477456439436,Veterans for Responsible Leadership,Veterans For Responsible Leadership,≤100
180212755483311,Black Lives Matter,Black Lives Matter Global Network Foundation,≤100
106001278558202,For The Love Of News,Krista D Bloch,≤100
123397377677195,"School of International Service, AU","School of International Service, American University",≤100
1546952572205770,UAE USA United,The Embassy of the United Arab Emirates,≤100
398757490729,The National Network to End Domestic Violence,"NATIONAL NETWORK TO END DOMESTIC VIOLENCE, INC.",≤100
312657362217994,Women's Heart Alliance,Women's Heart Alliance,≤100
338758899543225,Alan Wilson,Alan Wilson for Attorney General,≤100
234142976633158,Wake Up World & Smell the Coffee,Edith Dume Lerner,≤100
363726447349015,CIO Dive,These ads ran without a disclaimer,≤100
361960287311696,Better Medicare Alliance,"Better Medicare Alliance, Inc",≤100
273034872734554,"Massachusetts Unclaimed Property Division, State Treasurer Deborah Goldberg",MA State Treasurer’s Office – Unclaimed Property Division,≤100
105120815642998,Partnership to Address Global Emissions,PARTNERSHIP TO ADDRESS GLOBAL EMISSIONS INC,≤100
151894654697,Save Our States,Save Our States,≤100
234628203317767,Made for Freedom,Made for Freedom,≤100
105228065418497,The Main Street Sentinel,The Main Street Sentinel,≤100
355783211719644,Veteran Caregivers of America,"Veteran Caregivers, LLC",≤100
112642477582238,Mericanaf,AAF Nation,≤100
80770833881,Eagles' Wings,EAGLES' WINGS MINISTRIES,≤100
106862204671108,The Deplorable Americans,Justin Gustafson,≤100
100158948453494,Lars for President,LARS MAPSTEAD FOR PRESIDENT,≤100
260713150211,Protect Our Winters,PROTECT OUR WINTERS,≤100
166194476728392,Center Street,"Hachette Book Group, Inc.",≤100
255062275778,Tim Tebow Foundation,TIM TEBOW FOUNDATION,≤100
2033829676914762,Ridgway White,CHARLES STEWART MOTT FOUNDATION,≤100
2321993584737314,The Markin Report,The Markin Report,≤100
104396194587918,C3 Solutions,Conservative Coalition for Climate Solutions,≤100
1553978148244954,Build With Strength,Build With Strength,≤100
14226615647,People For the American Way,People For the American Way,≤100
698400060189827,Dan Sullivan,Alaskans for Sullivan,≤100
240425642652222,South Florida Wildlands Association,South Florida Wildlands Association,≤100
104224114671958,Energy For Progress,THE AMERICAN PETROLEUM INSTITUTE,≤100
512225042147387,Mothers Out Front,MOTHERS OUT FRONT INC,≤100
100981815983867,Power For The People,POWER FOR THE PEOPLE LLC,≤100
96826022393,Yale Environment 360,These ads ran without a disclaimer,≤100
109284291894484,American News Stories,Michael Scott Hughes,≤100
282536788457423,"Center For Family Life and Recovery, Inc.","CENTER FOR FAMILY LIFE AND RECOVERY, INC.",≤100
517185715005608,Milbank LLP,Milbank LLP,≤100
103426858855557,Eyes That Speak by Christy Bowe,Gilbert Lunsford Jr Eugene,≤100
97466887664,Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100
506680536015406,HumanProgress.org,"CATO INSTITUTE, INC.",≤100
104377641671195,Salem Podcast Network,Salem Media,≤100
110413484971344,The Frugal Saver,"WISDOM COMPANIES, LLC , THE",≤100
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100
405781729459233,Billy Jones,Friends of Billy Jones,≤100
2245766435469741,Beersy,Beersy LLC,≤100
1752689034960996,The Babylon Bee,THE BABYLON BEE LLC,≤100
386305465057247,Liberty Nation,Liberty Nation,≤100
102245545464309,My Patriot  Post,Krista D Bloch,≤100
104977525752112,Freedom of Patriots,Freedom of Patriots,≤100
101581329115492,Freedom Street,Jason Donald Robertson,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
138912859468156,Vet Voice Foundation,Vet Voice Foundation,≤100
103916546350474,Stericycle,Stericycle,≤100
65538457518,The Village Square,"TO THE VILLAGE SQUARE, INC.",≤100
145600045454810,Arlington ISD,Arlington ISD,≤100
1731084720451495,Saprea,The Younique Foundation,≤100
103338614839717,Peter S. Wenz,Peter S. Wenz,≤100
259351004139042,Ashbrook Center,Ashbrook Center,≤100
20603236087,Love146,"LOVE146, INC.",≤100
221890358218748,Til Valhalla Project,These ads ran without a disclaimer,≤100
117507751891,United Poultry Concerns,"UNITED POULTRY CONCERNS, INC",≤100
124115965454,Cornerstone Action,Cornerstone Action,≤100
102235752654606,Idaho Energy Freedom,Idaho Energy Freedom,≤100
104382528958356,Jenna Caldwell,Pubvendo,≤100
192609620649,The University of Chicago,The University of Chicago,≤100
110480728196620,Small Business Digital Alliance,Small Business Digital Alliance,≤100
109531791736633,Earth4All,Electica LLC USA,≤100
248181906078243,National Institute for Civil Discourse,CommonSense American,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
142474049098533,Robert Reich,Inequality Media Civic Action,≤100
378084314984,Trane Technologies,Trane Technologies,≤100
110010433804232,Standing For Freedom Center,Standing for Freedom Center,≤100
143173285763,Tenth Amendment Center,Tenth Amendment Center,≤100
417522508294454,Job Creators Network,Job Creators Network,≤100
112378316832885,Better PA,Better Pennsylvania Inc,≤100
1099696533401825,Dalit Diva,These ads ran without a disclaimer,≤100
19219803864,Tax Foundation,Tax Foundation,≤100
342013181836,Americans for Prosperity - Virginia,AMERICANS FOR PROSPERITY,≤100
601249690070354,forestproud,#forestproud | North American Forest Partnership,≤100
28483858161,Texas Scorecard,ScorecardMedia,≤100
204851829969402,North Dakota Human Rights Film & Arts Festival,The Human Family,≤100
1510567695822499,American Federation for Children - Wisconsin,American Federation for Children,≤100
807604399259676,Metropolitan St Louis Equal Housing and Opportunity Council,ST LOUIS METROPOLITAN EHOC,≤100
7219151423,The Fund for American Studies (TFAS),FUND FOR AMERICAN STUDIES,≤100
101350839190816,Macro Conservative,Macro Conservative,≤100
350760398417862,National Education Association of New Mexico,"National Education Association of New Mexico, Inc.",≤100
238473269650980,Capital & Main,CAPITAL & MAIN,≤100
114517875225866,The Other 98%,OTHER 98 PERCENT ACTION,≤100
103665368802136,Operation Red Wall,Krista D Bloch,≤100
830162603716633,Andy Beshear,Andy Beshear for Governor,≤100
43853729859,Campaigns & Elections,Political World Communications,≤100
16968936858,ANCA,Armenian National Committee of America,≤100
1359505927455440,Global Health NOW,Johns Hopkins Bloomberg School of Public Health,≤100
169042736456594,All Out,All Out Action Fund.,≤100
401240226922554,VoLo Foundation,VoLo Foundation,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100
104657602040321,Truth Media,Truth Media,≤100
1759469824070443,Rational Middle: Immigration,"Rational Middle Media Group, LLC",≤100
102315041409283,Horses in our Hands,In our Hands Action Fund,≤100
37442103053,ACLU of New Jersey,AMERICAN CIVIL LIBERTIES UNION OF NJ,≤100
399060493533519,The Justice Foundation,JUSTICE FOUNDATION,≤100
372577693078008,"Saenz-Garcia Law, PLLC","Saenz-Garcia Law, PLLC",≤100
103592378623592,Truth Over Tribe,Truth Over Tribe,≤100
186291828074120,Drexel University,Drexel University,≤100
141169844763069,US Cannabis Council,United States Cannabis Council,≤100
61265398450,AmeriCorps NCCC,Corporation for National and Community Service,≤100
1338822066131069,Women's March,Women's March,≤100
300879470268608,Connecticut HDCC,CTMT,≤100
103460651712789,Equity Intersection,Equity Intersection,≤100
108028728590880,CTLPod,POPULATION MEDIA CENTER INC,≤100
206842149343702,The Alliance for Middle East Peace (ALLMEP),Nicholas Ernesto Acosta,≤100
108725508673742,Fire Dan Munsey,Inland Empire Taxpayers Association,≤100
1444820465547227,Rank the Vote,Rank the Vote,≤100
225902781414,William Gheen President of Americans for Legal Immigration,AMERICANS FOR LEGAL IMMIGRATION PAC,≤100
106746992189224,The State of Women Podcast,POPULATION MEDIA CENTER INC,≤100
118303441570966,Homeowner Smart,NATIONAL ASSOCIATION OF REALTORS,≤100
416913748508616,We Welcome,We Welcome Refugees,≤100
211575795534483,Ohio Nature Conservancy,NATURE CONSERVANCY,≤100
26668999076,The Cato Institute,"CATO INSTITUTE, INC.",≤100
192771954102960,Jordan Sekulow,American Center for Law and Justice,≤100
111044621745187,Liberty News,Michael Scott Hughes,≤100
272266799475724,HelpAge USA,These ads ran without a disclaimer,≤100
103983691875963,Building Healthy Families,CANAVAN FOUNDATION INC,≤100
150322194563,PASA Primates: Pan African Sanctuary Alliance,PAN AFRICAN SANCTUARIES ALLIANCE,≤100
112425441094454,The Art of the Tweet,The Art of the Tweet LLC,≤100
358113240871900,Nuclear Energy Institute,"NUCLEAR ENERGY INSTITUTE, INC.",≤100
284459508239276,A Wider Bridge,These ads ran without a disclaimer,≤100
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",≤100
150468198331534,The David Pakman Show,The David Pakman Show,≤100
285668048130942,Measures for Justice,MEASURES FOR JUSTICE,≤100
64974200999,America-Israel Friendship League,AMERICA-ISRAEL FRIENDSHIP LEAGUE,≤100
105975318453101,LEADAmerica.org,Leadership to Ensure the American Dream,≤100
248422805193353,The California Endowment,The California Endowment,≤100
342887442508723,Convention of States,Convention of States Action,≤100
154930410085,"Zion Oil and Gas, Inc.","Zion OIl & Gas, Inc.",≤100
100388289219720,Passions for our Tortured Planet,Brian Thomas Field,≤100
269348454714,IMB,"INTERNATIONAL MISSION BOARD OF THE SOUTHERN BAPTIST CONVENTION, THE",≤100
144850842237429,Independentvoting.org,Independent Voting (IndependentVoting.org),≤100
102277115688995,Patriot News Headquarters,Krista D Bloch,≤100
84112077638,Greater Good Charities,GREATERGOOD.ORG,≤100
78420171887,Sailors for the Sea,OCEANA INC,≤100
227594571444676,Building New York's Best,Carpenter Contractor Alliance of Metropolitan New York,≤100
586402784803665,OLÉ NewMexico,"OLE EDUCATION FUND, THE",≤100
206360852734005,New Mexico Wilderness Alliance,These ads ran without a disclaimer,≤100
331037760381749,Sierra Magazine,SIERRA CLUB,≤100
279890513018,Islamic Networks Group - ING,"ISLAMIC NETWORKS, INC.",≤100
1018654714824453,Maccabee Task Force,Maccabee Task Force Foundation,≤100
193166293135,Penguin Random House Audio,These ads ran without a disclaimer,≤100
109999331898234,My Affordable Care Act,The Burial Solution,≤100
243184199040637,Caring Across Generations,Caring Across Generations,≤100
204626306331350,Up to Us,NET IMPACT,≤100
224346480985378,Convergence Magazine,Convergence Magazine,≤100
102596355656379,Red Wave News Updates,Michael Scott Hughes,≤100
105269625578850,The Public Page for Ohio Physicians for Reproductive Rights,Ohio Physicians for Reproductive Rights,≤100
243605012672167,Greg Casar,GREG CASAR FOR CONGRESS,≤100
1439497979614629,NH Retirement Security Coalition,NATIONAL PUBLIC PENSION COALITION,≤100
1391863627720951,PILAglobal,These ads ran without a disclaimer,≤100
11602044174,Independent Women's Forum,Independent Women's Forum,≤100
236341397286388,Pique,Pique Media PBC,≤100
205795426669644,Facts and Logic about the Middle East,Facts and Logic About the Middle East,≤100
107645227592678,To Which We Belong,Mystic Artists,≤100
109475211795252,Freedom From The Press,Michael Scott Hughes,≤100
107931151953032,Kodie Kulp,Wesley Allen,≤100
121027551323580,"City of Phoenix, AZ USA",City of Phoenix,≤100
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
95426912609,Paola Gianturco Author,Paola Gianturco Author,≤100
107766235181961,The Nunn Report,The Nunn Report,≤100
199891603386344,Common Ground Committee,Common Ground Committee,≤100
44357672795,Independent Institute,"INDEPENDENT INSTITUTE, THE",≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
130848666099,Business Forward,Business Forward Inc.,≤100
100123286264769,Tanner DiBella,American Council for Evangelicals,≤100
126379917403141,UnitedHealthcare Empowering Health,Intersport Inc.,≤100
465501220622013,Lift Up the Vulnerable,Lift Up the Vulnerable,≤100
210937299260017,USA Features Media,USA Features Media LLC,≤100
169710960125365,Curzio Research,Curzio Research,≤100
594519783957655,Citizens for National Security,Citizens For National Security,≤100
561970593860027,Emil Guillermo Media,Emil Amok Guillermo,≤100
1652562908172918,Build a Better Seattle,GREATER SEATTLE CHAMBER OF COMMERCE,≤100
65727594614,Brandon Creighton,Friends of Brandon Creighton,≤100
192730325307,TobaccoFreeNYS,Tobacco Free New York State,≤100
133913826633461,Grassroot Institute of Hawaii,Grassroot Institute of Hawaii,≤100
100500609491331,"Rod Thompson for Virginia House of Delegates, 84th District",Rod Thompson for HD-84,≤100
103482538845527,Conservative Truth,Home of the Brave Media LLC,≤100
103535788939931,The Border Chronicle,The Border Chronicle,≤100
147523538641547,Capitol Ministries,CAPITOL MINISTRIES,≤100
126305280752104,Slavic Gospel Association,These ads ran without a disclaimer,≤100
223790528808,Trilogy Interactive,TRILOGY INTERACTIVE LLC,≤100
414456732055451,Faith in Action International,Faith in Action,≤100
1010664679060500,Voting Rights Brigade,Voting Rights Brigade,≤100
103830044798190,Gregorian Rant,Gregory Richard Schlueter,≤100
104660195062596,Gen Z Conservative,Michael Scott Hughes,≤100
105060269781,Premiere Collectibles,"Premiere Marketing, Inc.",≤100
642457449273825,The Grade,The Grade,≤100
112233723498525,Fringe Benefits Theatre CT4CT,These ads ran without a disclaimer,≤100
544649299014023,Avalara MyLodgeTax,Avalara MyLodgeTax,≤100
102254715563026,Paula Avila-Guillen,Women's Equality Center,≤100
282765295135322,The Pray in Jesus Name Project,"GJK, Inc. d/b/a The Pray In Jesus Name Project",≤100
102252122442327,House On Fire,The CLEO Institute,≤100
101222089314026,Lulu Water,These ads ran without a disclaimer,≤100
243685455689811,PoliticIt,John David Johnson,≤100
103828241312020,Sarasota County Democratic Jewish Caucus,Sarasota County Democratic Party Jewish Caucus,≤100
107646992144084,Vincenzo Odoguardi - MAIE,MARCO BALDOCCHI GROUP INC,≤100
89336510798,American Friends of the Hebrew University,American Friends of Hebrew University,≤100
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
101312698628642,Ryan Samuels,Ryan Francis Samuels,≤100
258186881053838,Dave Yarnes,Dave Yarnes,≤100
165674110118949,Clearing out the Clutter,Colin D Moore,≤100
710669049286394,Woo the People,Woo the People,≤100
1158623177494649,Changing Tides Foundation,CHANGING TIDES FOUNDATION,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
1744209889166713,The Flag,"Tag The Flag, LLC",≤100
149081336362,AmeriCorps VISTA,Corporation for National & Community Service,≤100
150127528352944,Food Integrity Campaign,GOVERNMENT ACCOUNTABILITY PROJECT INC,≤100
189044857936094,Americans For Prosperity - Alaska,AMERICANS FOR PROSPERITY,≤100
162069790604,AARP Arizona,AARP,≤100
182658925089088,FINCA,These ads ran without a disclaimer,≤100
17548474116,Reason Magazine,"REASON FOUNDATION, THE",≤100
222797534462862,Peter Boghossian,National Progress Alliance,≤100
1842612892619447,Drew Petersen,Protect Our Winters,≤100
345751305447288,Daugherty Water for Food Global Institute,Daugherty Water for Food Global Institute,≤100
115851611042,The Max Foundation,THE MAX FOUNDATION,≤100
895720774159876,Colquitt County Republican Party,Republican Party Colquitt County,≤100
300341323465160,The Daily Signal,HERITAGE FOUNDATION (THE),≤100
101090559295696,TPUSA Faith,TURNING POINT USA NFP,≤100
936968016365794,The Eric Metaxas Radio Show,Salem Media,≤100
499379343409991,Impact Fund,"IMPACT FUND, THE",≤100
107131418817543,Roger Branson for State House,Roger Branson for State House,≤100
491750841251088,Filtrol,Wex Companies,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
204998436268114,Boyce Thompson Institute,Boyce Thompson Institute,≤100
102362435427686,OnlySky,Only Sky Media Inc.,≤100
104377518078467,More Perfect Union,MORE PERFECT UNION FOUNDATION,≤100
117214891638398,Street Grace,Street Grace Inc,≤100
610264146298573,The American Council,The American Council for Evangelicals,≤100
1835838916635491,Transamerica Institute,Transamerica Center for Health Studies,≤100
160630887998827,Let Them Live,Nathan Montgomery Berning,≤100
105334892381660,AmericanTowns Politics,AMERICAN TOWNS,≤100
114625730266879,The Republican Accountability Project,Defending Democracy Together,≤100
14960614435,Ben Jealous,Gilbert Lunsford Jr Eugene,≤100
73970658023,International Rescue Committee,International Rescue Committee,≤100
44409199155,Amazon Conservation Team,AMAZON CONSERVATION TEAM,≤100
109775918462591,JokeTown Mic Drops,These ads ran without a disclaimer,≤100
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,≤100
534332363577954,Political scrapbook,David Granville Hough,≤100
100284648021034,New Tolerance Campaign,New Tolerance Campaign,≤100
250937275581234,Problk Health,Problk Health LLC,≤100
294508332028,Lakota People's Law Project,ROMERO INSTITUTE,≤100
425677887526239,NYSERDA,NYSERDA,≤100
562951500544269,Go Finger Lakes,FINGER LAKES LAND TRUST INC,≤100
102286035642350,Patriots for President Donald Trump,USA Features Media LLC,≤100
107874118714201,elevationsrtc,These ads ran without a disclaimer,≤100
345287113051000,Rich Rebuilds,These ads ran without a disclaimer,≤100
2007361039550045,"Center for Free, Fair, and Accountable Democracy","CENTER FOR FREE, FAIR, AND ACCOUNTABLE DEMOCRACY, INC.",≤100
338218229911752,Integrity First PAC,INTEGRITY FIRST PAC,≤100
151057528363990,Mission Springs Water District,Mission Springs Water District,≤100
112552187080266,Protecting Every Future,American Council of Life Insurers,≤100
659878157406228,America's Warrior Partnership,America's Warrior Partnership,≤100
157521957980788,Reimagining the Civic Commons,Reimagining the Civic Commons,≤100
100517736205311,MTM,MIKE TER MAAT FOR PRESIDENT,≤100
538097626210505,Alliance for Gun Responsibility,These ads ran without a disclaimer,≤100
5878048748,GlobalGiving,"GLOBALGIVING FOUNDATION, INC.",≤100
18017481462,Acton Institute,Acton Institute,≤100
1406149713044974,Intellectual Judaism,Intellectual Judaism,≤100
131664893560695,Origins OSU,Origins: Current Events in Historical Perspective,≤100
100383281644916,The Movement and the Madman,These ads ran without a disclaimer,≤100
110003135240961,Pride of America,Pride of American,≤100
533667200028514,ELKS Lodge #1313,These ads ran without a disclaimer,≤100
2070944712939738,American Police Officers Alliance,American Police Officers Alliance,≤100
40217893542,AIPAC,American Israel Public Affairs Committee,≤100
211901856263434,Conservatives for a Clean Energy Future,Paid for by Conservatives for a Clean Energy Future,≤100
993294760683044,Education Reform Now,EDUCATION REFORM NOW ADVOCACY INC,≤100
13867925345,Equality Florida,Equality Florida,≤100
28126338304,Surfrider Foundation,"SURFRIDER FOUNDATION, INC",≤100
46396911959,Bethany Christian Services,BETHANY CHRISTIAN SERVICE,≤100
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100
20237874656,Institute for Policy Studies,Institute for Policy Studies,≤100
193950277300764,Louisiana Mid-Continent Oil & Gas Association (LMOGA),LOUISIANA MID CONTINENT OIL & GAS ASSOCIATION,≤100
164223783681838,Tax Talk Today,"Tax Talk Today, Inc.",≤100
1729198467311786,G.A. Matiasz,62 Mile Press,≤100
107326878275017,National Pretrial,National Pretrial,≤100
183472861249,Point Foundation,Point Foundation,≤100
291141624664794,Bright Body,Bright Body,≤100
1137113289698709,Dale Mabry,"Dale Mabry Enterprises, Inc.",≤100
110322138238412,Back the Blue Line,Front Line Support Inc.,≤100
100806058498601,Long Lead,"Long Lead, LLC",≤100
430869277025501,Dr. Nancy O'Reilly,"WOMEN CONNECT4GOOD, INC.",≤100
115518893453702,BrightAction,Climate Solutions Net,≤100
89061102607,Plastic Cars,These ads ran without a disclaimer,≤100
107251195285052,Florida's Right to Clean Water,Florida Right to Clean Water,≤100
984421991732710,Paycheckology,Paycheckology,≤100
546066468753446,Black Health Matters,BLACK HEALTH MATTERS FOUNDATION INC,≤100
261951940219,Goldman Environmental Prize,Goldman Environmental Foundation,≤100
38812906703,United Friends of the Children,United Friends of the Children,≤100
108913948693030,kmgmediaco,These ads ran without a disclaimer,≤100
25749319177,ACLUOhio,ACLU of Ohio,≤100
276076196388914,Coffee & Pan Dulce Show,Coffee & Pan Dulce Show,≤100
205448902831467,Idaho Family Policy Center,Idaho Family Policy Center,≤100
100713722763577,Love Sunny Isles,Safe Streets Miami,≤100
1448985902033866,Trans Lifeline,Trans Lifeline,≤100
278434943062355,WellBeing International,"WellBeing International, Inc.",≤100
201956993160690,MRCTV,MEDIA RESEARCH CENTER,≤100
825571424125386,Lighthouse For Life,Lighthouse for Life,≤100
273546779885377,The Gallant Pelham,"delupton, LLC",≤100
106386158767588,DOPE Quick Reads,DOPE QUICK READS LLC,≤100
261427534218882,we are,WORKING TO EXTEND ANTI-RACIST EDUCATION,≤100
109366181861530,President Trump is My Wingman,Jennifer Ann Robertson,≤100
59797458205,The Jimmie Hale Mission,JIMMIE HALE MISSION,≤100
461530314600399,Common Sense American Politics,Common Sense American Politics,≤100
101803615972593,Innovation Race,"TEA PARTY PATRIOTS ACTION, INC.",≤100
169204449790211,Conservative News Today,BizPac Review,≤100
101586078357081,Peter Demos,Peter Demos,≤100
19342050934,Leadership Institute,LEADERSHIP INSTITUTE INC,≤100
416384822549260,A Better Delaware,A Better Delaware,≤100
109643217946821,Independent Thinkers USA,CLAUDE DAVI9JZZZ BOROWSKY,≤100
222990002457055,Elect Larisa Svechin for Mayor of Sunny Isles Beach,Larisa Svechin for Mayor of Sunny Isles Beach,≤100
36091862898,The Mackinac Center for Public Policy,Mackinac Center for Public Policy,≤100
126815818975,Global Fund for Children,GLOBAL FUND FOR CHILDREN (THE),≤100
331661123551110,Leadership for Educational Equity,Leadership for Educational Equity,≤100
214061167976,El Tiempo Latino,MASTV EL PLANETA LLC,≤100
104197751646893,Fix The Cost Shift,Fix the Cost Shift,≤100
329113457465056,1776 Foundation,1776 Foundation,≤100
105891162806593,"Hach & Rose, LLP","HACH & ROSE, LLP",≤100
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100
1353722684643583,EPF Media,EPF Media,≤100
104750679005557,Patriots Saving America,USA Features Media LLC,≤100
100771985890036,Smarter,These ads ran without a disclaimer,≤100
102784342640570,Better Nation Guide,Hot Review Products,≤100
112602535494455,The Reporters Inc,REPORTERS INC,≤100
109323440966912,Protect Earth from Mars Sample Return,Thomas E Dehel,≤100
2099448153445994,Students for Life Action,Students for Life Action,≤100
109951025170694,Libra Press Books,Libra Press,≤100
184612575302734,Buy American Campaign,Buy American Campaign,≤100
186104615328289,Growing and Going,Kunal Kumar Chugh,≤100
164343473415,"Veterans Benefits Administration (VBA), U.S. Department of Veterans Affairs",These ads ran without a disclaimer,≤100
116884823952,Vulnerable People Project,HERO Inc.,≤100
101713629193587,David Goerg -  Journalist,David Helaman Goerg,≤100
100607179026941,Of Thee I Sing 1776,Harold Gershowitz,≤100
199010435394,Turtle Island Restoration Network,Turtle Island Restoration Network,≤100
101437601951447,The Georgia Virtue - Bulloch,The Georgia Virtue,≤100
101149662460553,Avo Magazine,These ads ran without a disclaimer,≤100
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",≤100
624637470884152,West Coast Convo,These ads ran without a disclaimer,≤100
115779641121757,Brad Wilson for Islip,Friends of Brad Wilson,≤100
118737467661,New York State Department of Labor,New York State Department of Labor,≤100
137606354090,South Carolina Republican Party,SOUTH CAROLINA REPUBLICAN PARTY,≤100
186314388125261,National Council of Jewish Women Arizona,National Council of Jewish Women Arizona,≤100
2165441450136848,"Issues with Mail Order Pharmacy, Corporate Retail Pharmacy, & PBMs",Unite For Safe Medications,≤100
107414074990650,Defense of Freedom Institute,"Defense of Freedom Institute for Policy Studies, Inc.",≤100
100416560012896,Friends of the Everglades,FRIENDS OF THE EVERGLADES INC,≤100
173347889382554,UZ Marketing,UZ Marketing,≤100
303374266418976,AFPM,American Fuel & Petrochemical Manufacturers,≤100
113545460414372,Carter Heyward,Carter Heyward,≤100
272448910078392,Illinois Petroleum Resources Board,ILLINOIS PETROLEUM RESOURCES BOARD,≤100
104861071996581,NextGen PAC,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
148726395812,Orange County Water District,ORANGE COUNTY WATER DISTRICT,≤100
130050797075084,Tampa Tiger Bay Club,Tampa Tiger Bay Club,≤100
2233816963514962,NH School Funding Fairness Project,NH SCHOOL FUNDING FAIRNESS PROJECT,≤100
50826482890,YWCA Seattle King Snohomish,YWCA OF SEATTLE-KING COUNTY-SNOHOMISH COUNTY,≤100
381144248486,Arizona Small Business Association,Arizona Small Business Association,≤100
2259323457517498,Abolish the Electoral College,ABOLISH THE ELECTORAL COLLEGE,≤100
101503055364951,Islamorada Community Alliance,Islamorada Community Alliance Inc,≤100
105155545186714,Friends of Orono,Friends of Orono,≤100
939142902771066,The American Leader,THE AMERICAN LEADER,≤100
193821064126287,Hustle For Humanity,Hustle For Humanity,≤100
1450419611843805,Thatcher Coalition,Thatcher Coalition,≤100
306480006853271,Political-Paige.com BLOG,Political-Paige.com,≤100
113417134335063,The Radical Independent,Christopher William Jerome,≤100
100427345058411,Deliver Democracy,DELIVER DEMOCRACY,≤100
188199457997873,Mass Impact,IMAGE TRINITY,≤100
100669759529540,Resist 46,Resist 46,≤100
107722268674706,Cathy Hull,Cathy Hull Originals,≤100
86711894400,National Write Your Congressman,National Write Your Congressman,≤100
108615842526079,The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,≤100
102262718547519,Crazy Uncle Gil,Gilbert Cuevas,≤100
263311807031163,Sasha Issenberg,EmmKay Media,≤100
100184235633007,Summit Carbon Solutions,"Summit Carbon Solutions, LLC",≤100
79743808136,NAIS -- National Association of Independent Schools,These ads ran without a disclaimer,≤100
915656035153394,Oceanites,OCEANITES INC,≤100
