Page ID,Page name,Disclaimer,Amount spent (USD)
169687486427698,Jentezen Franklin,FREE CHAPEL WORSHIP CENTER,≤100
164966660351345,Hope Outfitters,Hope Outfitters,≤100
63240625785,National Immigration Forum,NATIONAL IMMIGRATION FORUM,≤100
127637620616803,Comcast Newsmakers,Comcast,≤100
101535059388333,Benefit Helpline,Benefit Helpline,≤100
200650357207240,I Love My Freedom,I Love My Freedom,≤100
101618306074204,theblackmompage,These ads ran without a disclaimer,≤100
355783211719644,Veteran Caregivers of America,"Veteran Caregivers, LLC",≤100
158505287559920,Save the Storks,Save the Storks,≤100
971668776283950,PolicyEd,HOOVER INSTITUTION,≤100
124506846628,Agape International Missions,AGAPE INTERNATIONAL MISSIONS,≤100
19342050934,Leadership Institute,LEADERSHIP INSTITUTE INC,≤100
121027551323580,"City of Phoenix, AZ USA",City of Phoenix,≤100
615867588540441,Will Hurd,Will Hurd,≤100
105975318453101,LEADAmerica.org,Leadership to Ensure the American Dream,≤100
1376465702586897,Coloradans for Responsible Energy Development,Coloradans for Responsible Energy Development,≤100
21242962092,ClientEarth,CLIENTEARTH USA INC,≤100
50826482890,YWCA Seattle King Snohomish,YWCA OF SEATTLE-KING COUNTY-SNOHOMISH COUNTY,≤100
113341457791145,Voices for Healthy Green Spaces,Voices for Healthy Green Spaces,≤100
175794199134424,U.S.-Ukraine Business Council (USUBC),U.S.-Ukraine Business Council (USUBC),≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
36085812354,Rainforest Foundation US,"Rainforest Foundation, Inc.",≤100
866779926670025,Citizens for Tobacco Rights,Citizens for Tobacco Rights,≤100
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,≤100
103452279103881,Ambassador Gordon Sondland,Gilbert Lunsford Jr Eugene,≤100
114765400352270,Kite & Key Media,VMTS EDUCATION INC,≤100
1327559570587836,The Bail Project,"BAIL PROJECT, THE",≤100
106746992189224,The State of Women Podcast,POPULATION MEDIA CENTER INC,≤100
59797458205,The Jimmie Hale Mission,JIMMIE HALE MISSION,≤100
309541989079465,Libertas Institute,LIBERTAS INSTITUTE,≤100
149081336362,AmeriCorps VISTA,Corporation for National & Community Service,≤100
104197751646893,Fix The Cost Shift,Fix the Cost Shift,≤100
1634651343331439,Project Wren,Landon Scott Brand,≤100
199891603386344,Common Ground Committee,Common Ground Committee,≤100
105060269781,Premiere Collectibles,"Premiere Marketing, Inc.",≤100
101611771729304,Our True God,One True God,≤100
35715544220,Stand.earth,Stand.earth,≤100
226999127329906,New York Immigration Lawyer,Law Office of Alena Shautsova,≤100
107557461030547,The Permian Fuels America,The Permian Fuels America,≤100
250937275581234,Problk Health,Problk Health LLC,≤100
190198574334684,FHE Health,THE FLORIDA HOUSE EXPERIENCE M,≤100
102155495001968,1000 Women Strong,1K Women Strong Inc,≤100
546066468753446,Black Health Matters,BLACK HEALTH MATTERS FOUNDATION INC,≤100
174421976239406,TJP Strategies,TJP Strategies,≤100
40217893542,AIPAC,American Israel Public Affairs Committee,≤100
2078647579047586,Project Pulso,Project Pulso,≤100
108512875350,The Atlas Society,The Objectivist Center Ltd,≤100
9324910069,NRSC,NRSC,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
398473086860799,The Hyattsville Wire,The Hyattsville Wire,≤100
168370034209,Detroit Branch NAACP,National Association for the Advancement of Colored People 3134 Detroit Central Branch,≤100
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",≤100
57495285387,Michael Bennet,Bennet for Colorado,≤100
69611504313,Simon & Schuster,Simon and Schuster,≤100
392516956004,The Carter Center,"CARTER CENTER, INC., THE",≤100
16900111951,National Organization for Women (NOW),NATIONAL ORGANIZATION FOR WOMEN,≤100
1359505927455440,Global Health NOW,Johns Hopkins Bloomberg School of Public Health,≤100
187850809456,PSEA - PA State Education Association,PENNSYLVANIA STATE EDUCATION ASSOCIATION,≤100
183165025062107,The TESA Collective,"The Toolbox for Education and Social Action, Inc",≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
97466887664,Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100
93565224474,Mercy For Animals,MERCY FOR ANIMALS,≤100
108920208271190,Support Women Vet-her-ans,QueenVet Essentials. LLC DBA Support Women Vet-her-ans,≤100
26668999076,The Cato Institute,"CATO INSTITUTE, INC.",≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100
105891162806593,"Hach & Rose, LLP","HACH & ROSE, LLP",≤100
102142101657930,OurFight.online,Our Fight Inc,≤100
199826043375900,Larry Hogan,An America United,≤100
55549065733,Voto Latino,VOTO LATINO INC.,≤100
27461595703,Carbonfund,Carbonfund.org Foundation,≤100
42872222699,Dana Loesch,The Association of Mature American Citizens Inc,≤100
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",≤100
1553978148244954,Build With Strength,Build With Strength,≤100
262902450432,TeachKind,PEOPLE FOR ETHICAL TREATMENT OF ANIMALS INC,≤100
531368367387817,Point Blank Political,"Point Blank Political, LLC",≤100
147711958629510,Scenic America,Scenic America,≤100
56661991371,Woods Hole Oceanographic Institution (WHOI),Woods Hole Oceanographic Institution,≤100
100913694925880,"Akalan Law Firm, PLLC","Akalan Law Firm, PLLC",≤100
204851829969402,North Dakota Human Rights Film & Arts Festival,The Human Family,≤100
345751305447288,Daugherty Water for Food Global Institute,Daugherty Water for Food Global Institute,≤100
74203588228,New Jersey Hall of Fame,New Jersey Hall of Fame,≤100
105850242292802,terrence_sanders_smith,These ads ran without a disclaimer,≤100
261951940219,Goldman Environmental Prize,Goldman Environmental Foundation,≤100
118303441570966,Homeowner Smart,NATIONAL ASSOCIATION OF REALTORS,≤100
275008694346269,IndexIQ,IndexIQ,≤100
61265398450,AmeriCorps NCCC,Corporation for National and Community Service,≤100
142474049098533,Robert Reich,Inequality Media Civic Action,≤100
911828698840246,ReLEntless Defender Apparel,ReLEntless Defender Apparel,≤100
381144248486,Arizona Small Business Association,Arizona Small Business Association,≤100
38882699096,Polaris,POLARIS PROJECT,≤100
193166293135,Penguin Random House Audio,These ads ran without a disclaimer,≤100
101308925134403,BlackPush Inc.,BlackPush Inc,≤100
17548474116,Reason Magazine,"REASON FOUNDATION, THE",≤100
240937060405,Center for Science in the Public Interest (CSPI),Center for Science in the Public Interest,≤100
659878157406228,America's Warrior Partnership,America's Warrior Partnership,≤100
201446296572389,Compassion in World Farming (USA),Compassion in World Farming Inc,≤100
2254455051442790,Flag and Cross,Flag & Cross,≤100
407902639235640,JNS.org,Jewish News Syndicate,≤100
38236386996,LSU Press,LSU Press,≤100
126379917403141,UnitedHealthcare Empowering Health,Intersport Inc.,≤100
272266799475724,HelpAge USA,These ads ran without a disclaimer,≤100
340000075813,Jewish Cleveland,JEWISH FEDERATION OF CLEVELAND,≤100
290851614930809,Combat AntiSemitism,Combat Hate Foundation,≤100
112552187080266,Protecting Every Future,American Council of Life Insurers,≤100
375742685850856,Firearms Policy Coalition,"FIREARMS POLICY COALITION, INC.",≤100
82223469060,ACN - Aid to the Church in Need,"AID TO THE CHURCH IN NEED, INC.",≤100
70874333603,CatholicVote,catholicvote.org,≤100
20603236087,Love146,"LOVE146, INC.",≤100
100607179026941,Of Thee I Sing 1776,Harold Gershowitz,≤100
169042736456594,All Out,All Out Action Fund.,≤100
64468870451,Premiere Speakers Bureau,Premiere Speakers Bureau,≤100
119875179042,Josh Stein,Josh Stein for Attorney General,≤100
105334892381660,AmericanTowns Politics,AMERICAN TOWNS,≤100
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,≤100
361960287311696,Better Medicare Alliance,"Better Medicare Alliance, Inc",≤100
100987805660506,Home Saving Tips,These ads ran without a disclaimer,≤100
245064808869530,Bay Area Community Health Advisory Council,COMMUNITY INITIATIVES,≤100
87777747127,Greg Palast,Palast Investigative Fund,≤100
108268161352786,Stanley M. Herzog Foundation,Herzog Foundation,≤100
125769584126996,Yael Eckstein,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",≤100
100273805531723,New Pennsylvania Project,New Pennsylvania Project,≤100
1391863627720951,PILAglobal,These ads ran without a disclaimer,≤100
6954880804,Green America,GREEN AMERICA,≤100
102712325850529,Libratum Press,Libratum Press LLC,≤100
27544763621,Prison Fellowship,Prison Fellowship,≤100
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,≤100
416913748508616,We Welcome,We Welcome Refugees,≤100
101761902238469,Edxa Group Life & Health LLC,These ads ran without a disclaimer,≤100
80060992758,Center for Food Safety,"CENTER FOR FOOD SAFETY, THE",≤100
100806058498601,Long Lead,"Long Lead, LLC",≤100
1581819558516148,Nunn Bush,Weyco Group,≤100
112425441094454,The Art of the Tweet,The Art of the Tweet LLC,≤100
1099696533401825,Dalit Diva,These ads ran without a disclaimer,≤100
115238122142232,Myskinismysin,These ads ran without a disclaimer,≤100
102254715563026,Paula Avila-Guillen,Women's Equality Center,≤100
107553188401159,Brandon Gill,The Boswell Project,≤100
279890513018,Islamic Networks Group - ING,"ISLAMIC NETWORKS, INC.",≤100
259351004139042,Ashbrook Center,Ashbrook Center,≤100
282728185140429,Rep For Vets,The Rep For Vets,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
7191206138,ASPCA,ASPCA,≤100
260713150211,Protect Our Winters,Protect Our Winters,≤100
214061167976,El Tiempo Latino,MASTV EL PLANETA LLC,≤100
101466816025710,Renew Healthcare,Quantum Digital Media Inc.,≤100
114226275387369,republicEn,republicEn,≤100
1479899112252729,Ukrainian American House,Ukrainian American House,≤100
44357672795,Independent Institute,"INDEPENDENT INSTITUTE, THE",≤100
2321993584737314,The Markin Report,The Markin Report,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
280704452367167,Jason Crow,JASON CROW FOR CONGRESS,≤100
6240652407,Young America's Foundation,Young America's Foundation Inc,≤100
110316380149,Family Policy Alliance,Family Policy Alliance,≤100
101573561281902,Citizen Raja,These ads ran without a disclaimer,≤100
17911165812,Covenant House International,Covenant House,≤100
173347889382554,UZ Marketing,UZ Marketing,≤100
324558475104607,United We Dream Action,United We Dream Action,≤100
86711894400,National Write Your Congressman,National Write Your Congressman,≤100
18017481462,Acton Institute,Acton Institute,≤100
466164103423147,Thorn,Thorn,≤100
101224002310757,Seven Weeks Coffee,Seven Weeks Coffee,≤100
524399207959953,Truth & Liberty Coalition,Truth & Liberty Coalition,≤100
217569858071,Areva Martin,The Areva Martin Corporation,≤100
114710126648118,Republican Dogs,Republican Dogs,≤100
131664893560695,Origins OSU,Origins: Current Events in Historical Perspective,≤100
180212755483311,Black Lives Matter,Black Lives Matter Global Network Foundation,≤100
114301413446447,The Climate Initiative,Kennebunkport Climate Initiative,≤100
134452023239984,Human Coalition,Human Coalition,≤100
702582586516561,CBN Israel,"The Christian Broadcasting Network, Inc.",≤100
107656731666716,Medicare Advisors,Weekly Wealth,≤100
101822944998763,The Whistleblower,"Whistleblower Media Group, LLC",≤100
120778038066631,EveryLibrary,EveryLibrary,≤100
284293125336159,Regulatory Transparency Project,FEDERALIST SOCIETY FOR LAW & PUBLIC POLICY STUDIES,≤100
238473269650980,Capital & Main,CAPITAL & MAIN,≤100
221890358218748,Til Valhalla Project,These ads ran without a disclaimer,≤100
222990002457055,Elect Larisa Svechin for Mayor of Sunny Isles Beach,Larisa Svechin for Mayor of Sunny Isles Beach,≤100
1439497979614629,NH Retirement Security Coalition,NATIONAL PUBLIC PENSION COALITION,≤100
1835838916635491,Transamerica Institute,Transamerica Center for Health Studies,≤100
401240226922554,VoLo Foundation,VoLo Foundation,≤100
145600045454810,Arlington ISD,Arlington ISD,≤100
363726447349015,CIO Dive,These ads ran without a disclaimer,≤100
288369791569,SEIU 721,SEIU Local 721,≤100
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
830162603716633,Andy Beshear,Andy Beshear for Governor,≤100
1027702813921248,EmbraceRace,EmbraceRace,≤100
101810652152706,Ship It Zero,PACIFIC ENVIRONMENT AND RESOURCES CENTER,≤100
145917588805718,Dr Jordan B Peterson,The Daily Wire,≤100
106315901551850,The U.S. Concealed Carry Association for Saving Lives,U.S. Concealed Carry Association For Saving Lives. Not Authorized By Any Candidate Or Candidate's Committee.,≤100
100145644726687,Opportunity For All Floridians,Opportunity For All Floridians,≤100
311416732397078,"Правозахисний ЛГБТ Центр ""Наш світ"" / LGBT Human Rights NASH SVIT Center",These ads ran without a disclaimer,≤100
100928241585558,National Jewish Advocacy Center,"NATIONAL JEWISH ADVOCACY CENTER, INC.",≤100
2361139837508625,Animal Victory,"One Red Lion, Inc DBA Animal Victory",≤100
78420171887,Sailors for the Sea,OCEANA INC,≤100
105895928965155,imchefgucci,These ads ran without a disclaimer,≤100
471928596287830,Brian Mast,Mast for Congress,≤100
73970658023,International Rescue Committee,International Rescue Committee,≤100
278876378889211,Armenian Museum of America,"ARMENIAN MUSEUM OF AMERICA, INC.",≤100
400505623360875,SEIU Virginia 512,SEIU Virginia 512,≤100
317284821682168,Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance of America,≤100
398128130745195,Atash,These ads ran without a disclaimer,≤100
210357995667559,The National Memo,The National Memo,≤100
107326878275017,National Pretrial,National Pretrial,≤100
101280379140925,Sunny Isles Conservatives,Safe Streets Miami,≤100
113545460414372,Carter Heyward,Carter Heyward,≤100
188199457997873,Mass Impact,IMAGE TRINITY,≤100
56332452163,AMA Patients Action Network,American Medical Association,≤100
115779641121757,Brad Wilson for Islip,Friends of Brad Wilson,≤100
101391906600,Live Action News,Live Action,≤100
242919259765055,Rabbi Meir Soloveichik,TIKVAH FUND,≤100
106582384539447,Design for Freedom by Grace Farms,"GRACE FARMS FOUNDATION, INC.",≤100
112548674770588,Truth and Courage PAC,Truth and Courage PAC,≤100
542968069983885,HappeningNow,HappeningNow America,≤100
115518893453702,BrightAction,Climate Solutions Net,≤100
101069596158938,My Coverage Helpline,These ads ran without a disclaimer,≤100
2038477456439436,Veterans for Responsible Leadership,Veterans For Responsible Leadership,≤100
1674259952634958,Kevin Walsh,Kevin Walsh for Kyrene School Board,≤100
100806242836871,Preservation Pause,University of Arizona Indigenous Peoples Law and Policy Program,≤100
105861441295494,97Percent,97PERCENT ORG INC,≤100
1050320055029012,Outrider.org,OUTRIDER FOUNDATION INC,≤100
116884823952,Vulnerable People Project,HERO Inc.,≤100
464998390249008,The Independence Fund,"INDEPENDENCE FUND, INC, THE",≤100
1883837055193241,Shield Republic,Shield Republic,≤100
285668048130942,Measures for Justice,MEASURES FOR JUSTICE,≤100
568103006940639,Law Office of Gary J. Kim,Law Offices of Gary J. Kim,≤100
227764782729,AMERICAN - STRONG!,American Strong LLC,≤100
95426912609,Paola Gianturco Author,Paola Gianturco Author,≤100
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,≤100
1428755447227803,Defend The Second,Next Level Goods,≤100
830890360316751,Nick Hanauer,Civic Action,≤100
260713150211,Protect Our Winters,PROTECT OUR WINTERS,≤100
236341397286388,Pique,Pique Media PBC,≤100
1399099193667071,WP Creative Group,WP BrandStudio,≤100
465501220622013,Lift Up the Vulnerable,Lift Up the Vulnerable,≤100
183472861249,Point Foundation,Point Foundation,≤100
118635175464489,uPolitics,"Uinterview, Inc.",≤100
700806360047982,CFG Action,Club for Growth Action,≤100
236744524920470,Net Positive,"Target Marketing Digital Marketing Agency, LLC",≤100
103851532013523,Policyfetch.com,Quantum Digital Media Inc,≤100
579929718814187,Hospital Workers Rising,SEIU HEALTHCARE PENNSYLVANIA,≤100
107646992144084,Vincenzo Odoguardi - MAIE,MARCO BALDOCCHI GROUP INC,≤100
999556810102061,Signature Seas,Signature Seas,≤100
109118211910879,Mr. 45,Green Straw LLC,≤100
83221648429,The D'Addario Foundation,D ADDARIO MUSIC FOUNDATION INC,≤100
312657362217994,Women's Heart Alliance,Women's Heart Alliance,≤100
100713722763577,Love Sunny Isles,Safe Streets Miami,≤100
108913948693030,kmgmediaco,These ads ran without a disclaimer,≤100
108615842526079,The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,≤100
254951067939920,The Land Institute,THE LAND INSTITUTE,≤100
993294760683044,Education Reform Now,EDUCATION REFORM NOW ADVOCACY INC,≤100
255062275778,Tim Tebow Foundation,TIM TEBOW FOUNDATION,≤100
103426858855557,Eyes That Speak by Christy Bowe,Gilbert Lunsford Jr Eugene,≤100
136362309708243,Restaurant Opportunities Centers United (ROC United),"RESTAURANT OPPORTUNITIES CENTERS (ROC) UNITED, INC.",≤100
300341323465160,The Daily Signal,HERITAGE FOUNDATION (THE),≤100
248422805193353,The California Endowment,The California Endowment,≤100
104255434986319,Teal Crate,Vougs,≤100
100221986153813,Lou's Daily News,Jennifer Ann Robertson,≤100
100403528653081,Punchbowl News,Punchbowl News,≤100
118372414848063,UN Women USA,UN Women USA,≤100
103210743084765,Resonate,Resonate,≤100
117507751891,United Poultry Concerns,"UNITED POULTRY CONCERNS, INC",≤100
541807025833154,Malala Fund,Malala Fund,≤100
248181906078243,National Institute for Civil Discourse,CommonSense American,≤100
104916968538177,TIS 이주공사,TIS VISA CORPORATION,≤100
206360852734005,New Mexico Wilderness Alliance,These ads ran without a disclaimer,≤100
452797224923658,The Democratic Coalition,THE DEMOCRATIC COALITION,≤100
20237874656,Institute for Policy Studies,Institute for Policy Studies,≤100
103535788939931,The Border Chronicle,The Border Chronicle,≤100
887139178003592,The Dean Obeidallah Show,The Dean Obeidallah Show,≤100
1888594211400974,Rachel Hood,Committee to Elect Rachel Hood,≤100
164223783681838,Tax Talk Today,"Tax Talk Today, Inc.",≤100
103546351703577,Dallas Express,Dallas Express Media,≤100
58158120046,ACLJ,American Center for Law and Justice,≤100
304492001817,Emma's Revolution,Sandra Elaine Opatow,≤100
102027764795677,American Wire,BizPac Review,≤100
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,≤100
1353722684643583,EPF Media,EPF Media,≤100
143845722337681,Westminster Town Hall Forum,WESTMINSTER PRESBYTERIAN CHURCH,≤100
112378316832885,Better PA,Better Pennsylvania Inc,≤100
80770833881,Eagles' Wings,EAGLES' WINGS MINISTRIES,≤100
97624620788,American Friends of Magen David Adom,AMERICAN FRIENDS OF MAGEN DAVID ADOM,≤100
13867925345,Equality Florida,Equality Florida,≤100
103830044798190,Gregorian Rant,Gregory Richard Schlueter,≤100
114351251909317,MyBGE,BALTIMORE GAS & ELECTRIC COMPANY,≤100
107764430968176,Tuttle Twins TV Show,"Tuttle Twins Show, LLC",≤100
60182072999,Lila Rose,Live Action,≤100
928091877203916,Independent Women's Network,Independent Women's Network,≤100
111839087214971,Vot-ER,VotER,≤100
278434943062355,WellBeing International,"WellBeing International, Inc.",≤100
19535369102,Affirmations,These ads ran without a disclaimer,≤100
100113865706707,ADF Generational Wins Prayer Initiative,ALLIANCE DEFENSE FUND INC,≤100
68634638883,The Salvation Army Great Lakes Division,The Salvation Army Eastern Michigan Division,≤100
227594571444676,Building New York's Best,Carpenter Contractor Alliance of Metropolitan New York,≤100
103983691875963,Building Healthy Families,CANAVAN FOUNDATION INC,≤100
148726395812,Orange County Water District,ORANGE COUNTY WATER DISTRICT,≤100
723394465079640,The Lion,Stanley M. Herzog Charitable Foundation,≤100
243184199040637,Caring Across Generations,Caring Across Generations,≤100
150127528352944,Food Integrity Campaign,GOVERNMENT ACCOUNTABILITY PROJECT INC,≤100
107722268674706,Cathy Hull,Cathy Hull Originals,≤100
1158623177494649,Changing Tides Foundation,CHANGING TIDES FOUNDATION,≤100
102252122442327,House On Fire,The CLEO Institute,≤100
151057528363990,Mission Springs Water District,Mission Springs Water District,≤100
263311807031163,Sasha Issenberg,EmmKay Media,≤100
148731991811588,Baird,Robert W. Baird & Co. Incorporated,≤100
102762964438534,Prince Rav Yisrael For Sparta,Anayah Yisrael,≤100
294508332028,Lakota People's Law Project,ROMERO INSTITUTE,≤100
491750841251088,Filtrol,Wex Companies,≤100
101149662460553,Avo Magazine,These ads ran without a disclaimer,≤100
458643554482238,Uri Velez La Sra de los Seguros,Euridis Velez,≤100
300771948461,County Health Rankings & Roadmaps,County Health Rankings & Roadmaps,≤100
160630887998827,Let Them Live,Nathan Montgomery Berning,≤100
261427534218882,we are,WORKING TO EXTEND ANTI-RACIST EDUCATION,≤100
439271970343,World Help,WORLD HELP,≤100
1491158324493583,Genesis PrimeCare,GENESIS PRIMECARE,≤100
104382528958356,Jenna Caldwell,Pubvendo,≤100
488740674837681,198 Methods,198 methods,≤100
29717379728,International Justice Mission,These ads ran without a disclaimer,≤100
773432316041673,Calvary South Austin,Calvary South Austin,≤100
18079407397,CPAC,AMERICAN CONSERVATIVE UNION,≤100
14960614435,Ben Jealous,Gilbert Lunsford Jr Eugene,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
104528666245089,Lisa Daftari,These ads ran without a disclaimer,≤100
109203105134753,Philly Fair Warehouses,PHILADELPHIA AREA JOBS WITH JUSTICE,≤100
203852986391750,Steve Berch for Idaho,"Committee to Elect Steve Berch, Susan Eastlake, Treasurer",≤100
1010664679060500,Voting Rights Brigade,Voting Rights Brigade,≤100
133931303345903,Zach Klein,Klein Committee,≤100
508887815910815,BPR,BizPac Review,≤100
337038226473839,Trish Regan,"SALEM MEDIA GROUP, INC.",≤100
825571424125386,Lighthouse For Life,Lighthouse for Life,≤100
126037931371545,Law Offices of Jonathan K. Park & Associates,Law Offices of Jonathan K. Park & Associates,≤100
157521957980788,Reimagining the Civic Commons,Reimagining the Civic Commons,≤100
1448985902033866,Trans Lifeline,Trans Lifeline,≤100
339432396135584,The Exodus Road,The Exodus Road,≤100
101111655405022,The Rationist,Timothy Robert Ferguson,≤100
803317349816106,Michael Melham,Mayor Michael Melham,≤100
105601571489370,Councilmember Larry Agran,"City of Irvine, Office of Councilmember Larry Agran",≤100
106386158767588,DOPE Quick Reads,DOPE QUICK READS LLC,≤100
352529216413,Institute for Social Policy and Understanding - ISPU,INSTITUTE FOR SOCIAL POLICY AND UNDERSTANDING (ISPU),≤100
112233723498525,Fringe Benefits Theatre CT4CT,These ads ran without a disclaimer,≤100
100284648021034,New Tolerance Campaign,New Tolerance Campaign,≤100
1406745916238169,NAAMAT INTERNATIONAL,These ads ran without a disclaimer,≤100
103828241312020,Sarasota County Democratic Jewish Caucus,Sarasota County Democratic Party Jewish Caucus,≤100
79743808136,NAIS -- National Association of Independent Schools,These ads ran without a disclaimer,≤100
88858633879,Beyond Pesticides,BEYOND PESTICIDES,≤100
1444820465547227,Rank the Vote,Rank the Vote,≤100
1729198467311786,G.A. Matiasz,62 Mile Press,≤100
103460651712789,Equity Intersection,Equity Intersection,≤100
513785465632396,Airline Passengers for Justice,Airline Passengers for Justice,≤100
101103254533,SOS International,SOS International,≤100
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,≤100
105269625578850,The Public Page for Ohio Physicians for Reproductive Rights,Ohio Physicians for Reproductive Rights,≤100
103482538845527,Conservative Truth,Home of the Brave Media LLC,≤100
939142902771066,The American Leader,THE AMERICAN LEADER,≤100
103929304678916,Voter Action Project,Integrity First Voter Action Project,≤100
8524198486,Physicians Committee for Responsible Medicine,"PHYSICIANS COMMITTEE FOR RESPONSIBLE MEDICINE, INC.",≤100
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,≤100
109366181861530,President Trump is My Wingman,Jennifer Ann Robertson,≤100
718695571507724,Texans for Natural Gas,Texans for Natural Gas,≤100
144850842237429,Independentvoting.org,Independent Voting (IndependentVoting.org),≤100
322945079029,Glory Church International,GLORY CHURCH INTERNATIONAL,≤100
100187822111272,Our Funny Little Site Online,These ads ran without a disclaimer,≤100
96826022393,Yale Environment 360,These ads ran without a disclaimer,≤100
101769576791,Health Action Network,Health Action Network,≤100
101586078357081,Peter Demos,Peter Demos,≤100
101395456078440,firstfifteenla,These ads ran without a disclaimer,≤100
96286403078,iHeartDogs.com,HomeLife Media,≤100
1450419611843805,Thatcher Coalition,Thatcher Coalition,≤100
262610761306,Counterpoint Press,Counterpoint Press,≤100
272448910078392,Illinois Petroleum Resources Board,ILLINOIS PETROLEUM RESOURCES BOARD,≤100
109951025170694,Libra Press Books,Libra Press,≤100
1562713090633117,Operation Underground Railroad,OPERATION UNDERGROUND RAI,≤100
108137281427391,MIT Designing and Building AI Products and Services,These ads ran without a disclaimer,≤100
659229570848902,Friends of Liberty State Park,Friends of Liberty State Park,≤100
150322194563,PASA Primates: Pan African Sanctuary Alliance,PAN AFRICAN SANCTUARIES ALLIANCE,≤100
100416560012896,Friends of the Everglades,FRIENDS OF THE EVERGLADES INC,≤100
108725508673742,Fire Dan Munsey,Inland Empire Taxpayers Association,≤100
122177661170978,NewsOne,These ads ran without a disclaimer,≤100
104775027706678,Assemblywoman Sarah Clark - AD 136,Sarah Clark for Assembly,≤100
222797534462862,Peter Boghossian,National Progress Alliance,≤100
1018654714824453,Maccabee Task Force,Maccabee Task Force Foundation,≤100
100692068471118,Explain America,Apse Media LLC,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Support Fund Inc,≤100
104377518078467,More Perfect Union,MORE PERFECT UNION FOUNDATION,≤100
405209453580678,Proud Trump Supporters,Proud Right Winger,≤100
284459508239276,A Wider Bridge,These ads ran without a disclaimer,≤100
115851611042,The Max Foundation,THE MAX FOUNDATION,≤100
107931151953032,Kodie Kulp,Wesley Allen,≤100
186104615328289,Growing and Going,Kunal Kumar Chugh,≤100
103460648703389,Dorian Cromartie for NHC Schools,Bandorian Jameel Cromartie,≤100
130050797075084,Tampa Tiger Bay Club,Tampa Tiger Bay Club,≤100
101590515302106,Our Funny Little Site Community,These ads ran without a disclaimer,≤100
106348486169704,Moms for America,Moms for America INC,≤100
100771985890036,Smarter,These ads ran without a disclaimer,≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
414456732055451,Faith in Action International,Faith in Action,≤100
104660195062596,Gen Z Conservative,Michael Scott Hughes,≤100
101581329115492,Freedom Street,Jason Donald Robertson,≤100
102245545464309,My Patriot  Post,Krista D Bloch,≤100
107194901037259,"I'm American, Born & Raised",Nicholas Pagnotta,≤100
148048225348895,Danielle D'Souza Gill,DDG Media LLC,≤100
271453369908901,FLAG  - Foundation for Liberty and American Greatness,Tomer Barazani,≤100
101930385197156,Alianza Center,"Alianza Center, Inc.",≤100
112602535494455,The Reporters Inc,REPORTERS INC,≤100
103328515934791,Take Back 2024,The Blue State Conservative,≤100
107168898379486,Speed & Scale,Speed & Scale,≤100
102277115688995,Patriot News Headquarters,Krista D Bloch,≤100
100427345058411,Deliver Democracy,DELIVER DEMOCRACY,≤100
101350839190816,Macro Conservative,Macro Conservative,≤100
186314388125261,National Council of Jewish Women Arizona,National Council of Jewish Women Arizona,≤100
101605354952785,Glenn Youngkin,Spirit of Virginia,≤100
1752689034960996,The Babylon Bee,THE BABYLON BEE LLC,≤100
112525447904828,Pittsburgh Racial Justice Summit,MANDY LORRAINE KIVOWITZ-DELFAVER,≤100
306480006853271,Political-Paige.com BLOG,Political-Paige.com,≤100
290548664672,First Liberty,First Liberty Institute,≤100
204998436268114,Boyce Thompson Institute,Boyce Thompson Institute,≤100
101323472154178,The House Cuisine,These ads ran without a disclaimer,≤100
110981884065996,Abortion Finder,Power to Decide,≤100
110061211826988,Kids of Ukraine,These ads ran without a disclaimer,≤100
112829637116981,Flags For Good,Flags For Good LLC,≤100
407848989230502,The Rational Middle,"Rational Middle Media Group, LLC",≤100
561970593860027,Emil Guillermo Media,Emil Amok Guillermo,≤100
